PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
3124747,The functional role of cytochrome b5 reincorporated into hepatic microsomal fractions,"Golly I, Hlavica P, Schartau W.",Arch Biochem Biophys. 1988 Jan;260(1):232-40. doi: 10.1016/0003-9861(88)90445-6.,Golly I,Arch Biochem Biophys,1988,1988/1/1,,,10.1016/0003-9861(88)90445-6
3121205,"Metabolic activation of a protein pyrolysate promutagen 2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline by rat liver microsomes and purified cytochrome P-450","Yamazoe Y, Abu-Zeid M, Manabe S, Toyama S, Kato R.",Carcinogenesis. 1988 Jan;9(1):105-9. doi: 10.1093/carcin/9.1.105.,Yamazoe Y,Carcinogenesis,1988,1988/1/1,,,10.1093/carcin/9.1.105
2894947,Enzymatic oxidation of 7-hydroxylated delta 8-tetrahydrocannabinol to 7-oxo-delta 8-tetrahydrocannabinol by hepatic microsomes of the guinea pig,"Narimatsu S, Matsubara K, Shimonishi T, Watanabe K, Yamamoto I, Yoshimura H.",Drug Metab Dispos. 1988 Jan-Feb;16(1):156-61.,Narimatsu S,Drug Metab Dispos,1988,1988/1/1,,,
2826236,"Generation of OH radical during enzymatic reduction of 9,10-anthraquinone-2-sulphonate. Can semiquinone decompose hydrogen peroxide?","Sushkov DG, Gritsan NP, Weiner LM.",FEBS Lett. 1987 Dec 10;225(1-2):139-44. doi: 10.1016/0014-5793(87)81146-8.,Sushkov DG,FEBS Lett,1987,1987/12/10,,,10.1016/0014-5793(87)81146-8
3689440,Enzymatic basis of the debrisoquine/sparteine-type genetic polymorphism of drug oxidation. Characterization of bufuralol 1'-hydroxylation in liver microsomes of in vivo phenotyped carriers of the genetic deficiency,"Dayer P, Kronbach T, Eichelbaum M, Meyer UA.",Biochem Pharmacol. 1987 Dec 1;36(23):4145-52. doi: 10.1016/0006-2952(87)90573-9.,Dayer P,Biochem Pharmacol,1987,1987/12/1,,,10.1016/0006-2952(87)90573-9
2824199,Phosphorylation of bovine adrenodoxin. Structural study and enzymatic activity,"Monnier N, Defaye G, Chambaz EM.",Eur J Biochem. 1987 Nov 16;169(1):147-53. doi: 10.1111/j.1432-1033.1987.tb13592.x.,Monnier N,Eur J Biochem,1987,1987/11/16,,,10.1111/j.1432-1033.1987.tb13592.x
3319224,The role of lipid peroxidation in liver damage,"Poli G, Albano E, Dianzani MU.",Chem Phys Lipids. 1987 Nov-Dec;45(2-4):117-42. doi: 10.1016/0009-3084(87)90063-6.,Poli G,Chem Phys Lipids,1987,1987/11/1,,,10.1016/0009-3084(87)90063-6
3306361,N-nitrosamines: bacterial mutagenesis and in vitro metabolism,Guttenplan JB.,Mutat Res. 1987 Sep;186(2):81-134. doi: 10.1016/0165-1110(87)90026-1.,Guttenplan JB,Mutat Res,1987,1987/9/1,,,10.1016/0165-1110(87)90026-1
3118943,Synthesis of a phosphorothioate analogue of flavin mononucleotide: reconstitution of the FMN-free form of NADPH-cytochrome P-450 reductase,"Calhoun JP, Miziorko HM, Otvos JD, Krum DP, Ugent S, Masters BS.",Biochemistry. 1987 Aug 25;26(17):5344-50. doi: 10.1021/bi00391a019.,Calhoun JP,Biochemistry,1987,1987/8/25,,,10.1021/bi00391a019
3579983,NADPH- and linoleic acid hydroperoxide-induced lipid peroxidation and destruction of cytochrome P-450 in hepatic microsomes,"Iba MM, Mannering GJ.",Biochem Pharmacol. 1987 May 1;36(9):1447-55. doi: 10.1016/0006-2952(87)90109-2.,Iba MM,Biochem Pharmacol,1987,1987/5/1,,,10.1016/0006-2952(87)90109-2
3496123,Effect of luteinizing hormone deprivation in situ on steroidogenesis of rat Leydig cells purified by a multistep procedure,"Klinefelter GR, Hall PF, Ewing LL.",Biol Reprod. 1987 Apr;36(3):769-83. doi: 10.1095/biolreprod36.3.769.,Klinefelter GR,Biol Reprod,1987,1987/4/1,,,10.1095/biolreprod36.3.769
3470755,"Ferric chloride-catalyzed activation of hydrogen peroxide for the demethylation of N,N-dimethylaniline, the epoxidation of olefins, and the oxidative cleavage of vicinal diols in acetonitrile: a reaction mimic for cytochrome P-450","Sugimoto H, Spencer L, Sawyer DT.",Proc Natl Acad Sci U S A. 1987 Apr;84(7):1731-3. doi: 10.1073/pnas.84.7.1731.,Sugimoto H,Proc Natl Acad Sci U S A,1987,1987/4/1,PMC304514,,10.1073/pnas.84.7.1731
3679343,Enzymatic mechanisms in the metabolic activation of N-nitrosodialkylamines,"Yang CS, Patten C, Lee MJ, Li M, Yoo JS, Pan J, Hong J.",IARC Sci Publ. 1987;(84):104-8.,Yang CS,IARC Sci Publ,1987,1987/1/1,,,
3449750,Nitrosamine carcinogen activation pathway determined by quantum chemical methods,"Poulsen M, Spangler D, Loew GH.",Mol Toxicol. 1987 Jan-Mar;1(1):35-47.,Poulsen M,Mol Toxicol,1987,1987/1/1,,,
3031081,Posttranslational modifications of the cytochrome P-450 monooxygenase system,"Pyerin W, Horn F, Taniguchi H.",J Cancer Res Clin Oncol. 1987;113(2):155-9. doi: 10.1007/BF00391438.,Pyerin W,J Cancer Res Clin Oncol,1987,1987/1/1,,,10.1007/BF00391438
3778482,The 14 alpha-demethylation of obtusifoliol by a cytochrome P-450 monooxygenase from higher plants' microsomes,"Rahier A, Taton M.",Biochem Biophys Res Commun. 1986 Nov 14;140(3):1064-72. doi: 10.1016/0006-291x(86)90743-6.,Rahier A,Biochem Biophys Res Commun,1986,1986/11/14,,,10.1016/0006-291x(86)90743-6
3746811,"Oxidation of 4-aryl- and 4-alkyl-substituted 2,6-dimethyl-3,5-bis(alkoxycarbonyl)-1,4-dihydropyridines by human liver microsomes and immunochemical evidence for the involvement of a form of cytochrome P-450","Böcker RH, Guengerich FP.",J Med Chem. 1986 Sep;29(9):1596-603. doi: 10.1021/jm00159a007.,Böcker RH,J Med Chem,1986,1986/9/1,,,10.1021/jm00159a007
3271881,Cytochrome P-450-mediated denitrification of 2-nitropropane in mouse liver microsomes,"Marker EK, Kulkarni AP.",J Biochem Toxicol. 1986 Sep;1(3):71-83. doi: 10.1002/jbt.2570010308.,Marker EK,J Biochem Toxicol,1986,1986/9/1,,,10.1002/jbt.2570010308
3739217,Sulfoxidation of albendazole by a cytochrome P450-independent monooxygenase from rat liver microsomes,"Fargetton X, Galtier P, Delatour P.",Vet Res Commun. 1986 Jul;10(4):317-24. doi: 10.1007/BF02213995.,Fargetton X,Vet Res Commun,1986,1986/7/1,,,10.1007/BF02213995
3011109,Interaction of heme nonapeptide derived from cytochrome c with microsomal reductases,"Végh M, Kramer M, Horváth I.",Biochim Biophys Acta. 1986 Jun 3;882(1):6-11. doi: 10.1016/0304-4165(86)90048-6.,Végh M,Biochim Biophys Acta,1986,1986/6/3,,,10.1016/0304-4165(86)90048-6
3718529,"Thiol stimulation of the cytochrome P-450-dependent reduction of 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane (DDT) to 1,1-dichloro-2,2-bis(p-chlorophenyl)ethane (DDD)","Kelner MJ, McLenithan JC, Anders MW.",Biochem Pharmacol. 1986 Jun 1;35(11):1805-7. doi: 10.1016/0006-2952(86)90296-0.,Kelner MJ,Biochem Pharmacol,1986,1986/6/1,,,10.1016/0006-2952(86)90296-0
3084076,Comparative anthracycline metabolism in rats: loss of marcellomycin fluorescence,"Dodion P, Tamburini JM, Fox BM, Riggs CE Jr, Bachur NR.",Cancer Res. 1986 Jun;46(6):2714-9.,Dodion P,Cancer Res,1986,1986/6/1,,,
3085680,Evidence for the metabolism of mitozantrone by microsomal glutathione transferases and 3-methylcholanthrene-inducible glucuronosyl transferases,"Wolf CR, Macpherson JS, Smyth JF.",Biochem Pharmacol. 1986 May 1;35(9):1577-81. doi: 10.1016/0006-2952(86)90127-9.,Wolf CR,Biochem Pharmacol,1986,1986/5/1,,,10.1016/0006-2952(86)90127-9
3956488,Enzymic synthesis of isoflavones,"Kochs G, Grisebach H.",Eur J Biochem. 1986 Mar 3;155(2):311-8. doi: 10.1111/j.1432-1033.1986.tb09492.x.,Kochs G,Eur J Biochem,1986,1986/3/3,,,10.1111/j.1432-1033.1986.tb09492.x
3751624,"The effects of aspirin, indomethacin and their copper complexes on phospholipase activity and on lipid peroxidation in rat liver microsomes","Russanov EM, Dimitrova DE, Ivancheva EA, Kirkova MD.",Acta Physiol Pharmacol Bulg. 1986;12(1):36-43.,Russanov EM,Acta Physiol Pharmacol Bulg,1986,1986/1/1,,,
3510749,Characterization of covalent binding of N'-nitrosonornicotine in rat liver microsomes,"Hughes MF, Brock WJ, Marion LJ, Vore M.",Carcinogenesis. 1986 Jan;7(1):3-8. doi: 10.1093/carcin/7.1.3.,Hughes MF,Carcinogenesis,1986,1986/1/1,,,10.1093/carcin/7.1.3
2869518,Cytochrome P450: substrate and prosthetic-group free radicals generated during the enzymatic cycle,Dolphin D.,Philos Trans R Soc Lond B Biol Sci. 1985 Dec 17;311(1152):579-91. doi: 10.1098/rstb.1985.0165.,Dolphin D,Philos Trans R Soc Lond B Biol Sci,1985,1985/12/17,,,10.1098/rstb.1985.0165
4053486,Mephenytoin hydroxylation polymorphism: characterization of the enzymatic deficiency in liver microsomes of poor metabolizers phenotyped in vivo,"Meier UT, Dayer P, Malè PJ, Kronbach T, Meyer UA.",Clin Pharmacol Ther. 1985 Nov;38(5):488-94. doi: 10.1038/clpt.1985.213.,Meier UT,Clin Pharmacol Ther,1985,1985/11/1,,,10.1038/clpt.1985.213
4084493,Olefin oxygenation and N-dealkylation by dopamine beta-monooxygenase: catalysis and mechanism-based inhibition,"Padgette SR, Wimalasena K, Herman HH, Sirimanne SR, May SW.",Biochemistry. 1985 Oct 8;24(21):5826-39. doi: 10.1021/bi00342a021.,Padgette SR,Biochemistry,1985,1985/10/8,,,10.1021/bi00342a021
3937330,[Activity of the liver monooxygenase system after induction with phenobarbital in the early neonatal period],"Guliaeva LF, Mishin VM.",Vopr Med Khim. 1985 Sep-Oct;31(5):49-53.,Guliaeva LF,Vopr Med Khim,1985,1985/9/1,,,
3860832,Kinetics of carbon monoxide binding to phenobarbital-induced cytochrome P-450 from rat liver microsomes: a simple bimolecular process,"Oertle M, Richter C, Winterhalter KH, Di Iorio EE.",Proc Natl Acad Sci U S A. 1985 Aug;82(15):4900-4. doi: 10.1073/pnas.82.15.4900.,Oertle M,Proc Natl Acad Sci U S A,1985,1985/8/1,PMC390465,,10.1073/pnas.82.15.4900
3927149,Cytochrome P-450 monooxygenase system. Localization in smooth muscle of rabbit aorta,"Serabjit-Singh CJ, Bend JR, Philpot RM.",Mol Pharmacol. 1985 Jul;28(1):72-9.,Serabjit-Singh CJ,Mol Pharmacol,1985,1985/7/1,,,
2988766,Adriamycin-enhanced membrane lipid peroxidation in isolated rat nuclei,"Mimnaugh EG, Kennedy KA, Trush MA, Sinha BK.",Cancer Res. 1985 Jul;45(7):3296-304.,Mimnaugh EG,Cancer Res,1985,1985/7/1,,,
3927975,Characterization of the enzymatic and nonenzymatic peroxidative degradation of iron porphyrins and cytochrome P-450 heme,"Schaefer WH, Harris TM, Guengerich FP.",Biochemistry. 1985 Jun 18;24(13):3254-63. doi: 10.1021/bi00334a027.,Schaefer WH,Biochemistry,1985,1985/6/18,,,10.1021/bi00334a027
4006069,"Reactivity of 4',4""-diethylstilbestrol quinone, a metabolic intermediate of diethylstilbestrol","Liehr JG, DaGue BB, Ballatore AM.",Carcinogenesis. 1985 Jun;6(6):829-36. doi: 10.1093/carcin/6.6.829.,Liehr JG,Carcinogenesis,1985,1985/6/1,,,10.1093/carcin/6.6.829
3872685,[Reconstruction and study of a multi-enzyme system by 11 beta-hydroxylase steroids],"Martsev SP, Chashchin VL, Akhrem AA.",Biokhimiia. 1985 Feb;50(2):243-57.,Martsev SP,Biokhimiia,1985,1985/2/1,,,
3917507,Biochemical basis of enhanced drug bioavailability by piperine: evidence that piperine is a potent inhibitor of drug metabolism,"Atal CK, Dubey RK, Singh J.",J Pharmacol Exp Ther. 1985 Jan;232(1):258-62.,Atal CK,J Pharmacol Exp Ther,1985,1985/1/1,,,
6440489,Methene bridge carbon atom elimination in oxidative heme degradation catalyzed by heme oxygenase and NADPH-cytochrome P-450 reductase,"Docherty JC, Firneisz GD, Schacter BA.",Arch Biochem Biophys. 1984 Dec;235(2):657-64. doi: 10.1016/0003-9861(84)90241-8.,Docherty JC,Arch Biochem Biophys,1984,1984/12/1,,,10.1016/0003-9861(84)90241-8
6437671,Role of NADPH:cytochrome c reductase and DT-diaphorase in the biotransformation of mitomycin C1,"Keyes SR, Fracasso PM, Heimbrook DC, Rockwell S, Sligar SG, Sartorelli AC.",Cancer Res. 1984 Dec;44(12 Pt 1):5638-43.,Keyes SR,Cancer Res,1984,1984/12/1,,,
6508804,Characterization of a common genetic defect of cytochrome P-450 function (debrisoquine-sparteine type polymorphism)--increased Michaelis is Constant (Km) and loss of stereoselectivity of bufuralol 1'-hydroxylation in poor metabolizers,"Dayer P, Gasser R, Gut J, Kronbach T, Robertz GM, Eichelbaum M, Meyer UA.",Biochem Biophys Res Commun. 1984 Nov 30;125(1):374-80. doi: 10.1016/s0006-291x(84)80378-2.,Dayer P,Biochem Biophys Res Commun,1984,1984/11/30,,,10.1016/s0006-291x(84)80378-2
6096996,[Kinetics of metallo-enzymatic paramagnetic centers and free radicals in the rat liver in lung carcinogenesis],"Iurkovskaia TN, Beregovskaia NN, Balenko NV, Chernichenko IA, Udovichenko TV.",Ukr Biokhim Zh (1978). 1984 Nov-Dec;56(6):646-51.,Iurkovskaia TN,Ukr Biokhim Zh (1978),1984,1984/11/1,,,
6746621,Multiple catalytic properties of the purified and reconstituted cytochrome P-450 (P-450sccII) system of pig testis microsomes,"Suhara K, Fujimura Y, Shiroo M, Katagiri M.",J Biol Chem. 1984 Jul 25;259(14):8729-36.,Suhara K,J Biol Chem,1984,1984/7/25,,,
6540173,"Induction of phytoalexin synthesis in soybean. Stereospecific 3,9-dihydroxypterocarpan 6a-hydroxylase from elicitor-induced soybean cell cultures","Hagmann ML, Heller W, Grisebach H.",Eur J Biochem. 1984 Jul 2;142(1):127-31. doi: 10.1111/j.1432-1033.1984.tb08259.x.,Hagmann ML,Eur J Biochem,1984,1984/7/2,,,10.1111/j.1432-1033.1984.tb08259.x
6486401,An alternative 7-ethoxyresorufin O-deethylase activity assay: a continuous visible spectrophotometric method for measurement of cytochrome P-450 monooxygenase activity,"Klotz AV, Stegeman JJ, Walsh C.",Anal Biochem. 1984 Jul;140(1):138-45. doi: 10.1016/0003-2697(84)90144-1.,Klotz AV,Anal Biochem,1984,1984/7/1,,,10.1016/0003-2697(84)90144-1
6429949,[Change in the activity of the microsomal system of liver oxidation in rabbits in experimental atherosclerosis],"Antonova GN, Khalilov EM, Bachmanova GI, Karuzina II, Skotselias ED.",Vopr Med Khim. 1984 Mar-Apr;30(2):67-71.,Antonova GN,Vopr Med Khim,1984,1984/3/1,,,
6319393,Reductive activation of mitomycin C and mitomycin C metabolites catalyzed by NADPH-cytochrome P-450 reductase and xanthine oxidase,"Pan SS, Andrews PA, Glover CJ, Bachur NR.",J Biol Chem. 1984 Jan 25;259(2):959-66.,Pan SS,J Biol Chem,1984,1984/1/25,,,
6141510,Competitive inhibition of sparteine oxidation in human liver by beta-adrenoceptor antagonists and other cardiovascular drugs,"Otton SV, Inaba T, Kalow W.",Life Sci. 1984 Jan 2;34(1):73-80. doi: 10.1016/0024-3205(84)90332-1.,Otton SV,Life Sci,1984,1984/1/2,,,10.1016/0024-3205(84)90332-1
6609490,"Constitutive forms of rabbit-liver microsomal cytochrome P-450: enzymatic diversity, polymorphism and allosteric regulation","Johnson EF, Schwab GE.",Xenobiotica. 1984 Jan-Feb;14(1-2):3-18. doi: 10.3109/00498258409151395.,Johnson EF,Xenobiotica,1984,1984/1/1,,,10.3109/00498258409151395
6440265,Modulatory mechanisms of chemical carcinogenesis: the role of the NADPH pool in the benzo(a)pyrene activation,"Feo F, Pirisi L, Pascale R, Daino L, Frassetto S, Zanetti S, Garcea R.",Toxicol Pathol. 1984;12(3):261-8. doi: 10.1177/019262338401200309.,Feo F,Toxicol Pathol,1984,1984/1/1,,,10.1177/019262338401200309
6645505,Inhibition of estrogen 2-hydroxylase,Brueggemeier RW.,J Steroid Biochem. 1983 Nov;19(5):1683-5. doi: 10.1016/0022-4731(83)90392-8.,Brueggemeier RW,J Steroid Biochem,1983,1983/11/1,,,10.1016/0022-4731(83)90392-8
6636203,"Metabolism of 1,3-cyclohexadiene by isolated rat liver cells","Lippi A, Citti L, Gervasi P, Turchi G, Bellucci G, Mastrorilli E.",Toxicology. 1983 Sep;28(1-2):93-101. doi: 10.1016/0300-483x(83)90109-9.,Lippi A,Toxicology,1983,1983/9/1,,,10.1016/0300-483x(83)90109-9
6604843,Side-chain cleavage of C21 steroids by testicular microsomal cytochrome P-450 (17 alpha-hydroxylase/lyase): involvement of heme,"Nakajin S, Hall PF.",J Steroid Biochem. 1983 Sep;19(3):1345-8. doi: 10.1016/0022-4731(83)90161-9.,Nakajin S,J Steroid Biochem,1983,1983/9/1,,,10.1016/0022-4731(83)90161-9
6863477,Aromatization of norethindrone to ethinyl estradiol by human placental microsomes,"Barbieri RL, Petro Z, Canick JA, Ryan KJ.",J Clin Endocrinol Metab. 1983 Aug;57(2):299-303. doi: 10.1210/jcem-57-2-299.,Barbieri RL,J Clin Endocrinol Metab,1983,1983/8/1,,,10.1210/jcem-57-2-299
6408991,Bis(alkylamino)anthracenedione antineoplastic agent metabolic activation by NADPH-cytochrome P-450 reductase and NADH dehydrogenase: diminished activity relative to anthracyclines,"Kharasch ED, Novak RF.",Arch Biochem Biophys. 1983 Jul 15;224(2):682-94. doi: 10.1016/0003-9861(83)90256-4.,Kharasch ED,Arch Biochem Biophys,1983,1983/7/15,,,10.1016/0003-9861(83)90256-4
6404268,Purification and properties of 17 alpha-hydroxylase from microsomes of pig adrenal: a second C21 side-chain cleavage system,"Nakajin S, Shinoda M, Hall PF.",Biochem Biophys Res Commun. 1983 Mar 16;111(2):512-7. doi: 10.1016/0006-291x(83)90336-4.,Nakajin S,Biochem Biophys Res Commun,1983,1983/3/16,,,10.1016/0006-291x(83)90336-4
6872138,"Multi-step metabolism of the carcinogen dibenzo[a,e]fluoranthene. II. Metabolic pathways","Saguem S, Perin-Roussel O, Mispelter J, Lhoste JM, Zajdela F.",Carcinogenesis. 1983;4(7):837-42. doi: 10.1093/carcin/4.7.837.,Saguem S,Carcinogenesis,1983,1983/1/1,,,10.1093/carcin/4.7.837
6865901,Xylene induces a cytochrome P-450 isozyme in rat liver similar to the major isozyme induced by phenobarbital,"Toftgård R, Halpert J, Gustafsson JA.",Mol Pharmacol. 1983 Jan;23(1):265-71.,Toftgård R,Mol Pharmacol,1983,1983/1/1,,,
6861599,Regulation of monooxygenation during development of chick embryo liver: role of cytochrome P-450 isozymes and NADPH,"Mercurio SD, Nemeth AM.",Dev Pharmacol Ther. 1983;6(2):94-109. doi: 10.1159/000457283.,Mercurio SD,Dev Pharmacol Ther,1983,1983/1/1,,,10.1159/000457283
7181949,Inhibition of rat testicular heme synthesis and depression of microsomal cytochrome P-450 by estradiol benzoate,"Tofilon PJ, Piper WN.",Biochem Pharmacol. 1982 Nov 15;31(22):3667-71. doi: 10.1016/0006-2952(82)90593-7.,Tofilon PJ,Biochem Pharmacol,1982,1982/11/15,,,10.1016/0006-2952(82)90593-7
6128189,A new pathway for the oxidative metabolism of chloramphenicol by rat liver microsomes,"Morris PL, Burke TR Jr, George JW, Pohl LR.",Drug Metab Dispos. 1982 Sep-Oct;10(5):439-45.,Morris PL,Drug Metab Dispos,1982,1982/9/1,,,
7107572,Functional and structural polymorphism of rabbit microsomal cytochrome P-450 form 3b,"Dieter HH, Johnson EF.",J Biol Chem. 1982 Aug 25;257(16):9315-23.,Dieter HH,J Biol Chem,1982,1982/8/25,,,
6288491,Phosphorylation of purified mitochondrial cytochromes P-450 (cholesterol desmolase and 11 beta-hydroxylase) from bovine adrenal cortex,"Defaye G, Monnier N, Guidicelli C, Chambaz EM.",Mol Cell Endocrinol. 1982 Jul;27(2):157-68. doi: 10.1016/0303-7207(82)90105-8.,Defaye G,Mol Cell Endocrinol,1982,1982/7/1,,,10.1016/0303-7207(82)90105-8
6980417,Phenotyping of cytochromes P-450 in human tissues with monoclonal antibodies,"Fujino T, Park SS, West D, Gelboin HV.",Proc Natl Acad Sci U S A. 1982 Jun;79(12):3682-6. doi: 10.1073/pnas.79.12.3682.,Fujino T,Proc Natl Acad Sci U S A,1982,1982/6/1,PMC346490,,10.1073/pnas.79.12.3682
7073765,The mechanism of reductive dehalogenation of halothane by liver cytochrome P450,"Ahr HJ, King LJ, Nastainczyk W, Ullrich V.",Biochem Pharmacol. 1982 Feb 1;31(3):383-90. doi: 10.1016/0006-2952(82)90186-1.,Ahr HJ,Biochem Pharmacol,1982,1982/2/1,,,10.1016/0006-2952(82)90186-1
7132951,Subunit selectivity in the monooxygenase-like activity of tetrameric hemoglobin,"Ferraiolo BL, Mieyal JJ.",Mol Pharmacol. 1982 Jan;21(1):1-4.,Ferraiolo BL,Mol Pharmacol,1982,1982/1/1,,,
6265446,Oxidation reactions by prostaglandin cyclooxygenase-hydroperoxidase,"Egan RW, Gale PH, Baptista EM, Kennicott KL, VandenHeuvel WJ, Walker RW, Fagerness PE, Kuehl FA Jr.",J Biol Chem. 1981 Jul 25;256(14):7352-61.,Egan RW,J Biol Chem,1981,1981/7/25,,,
6793062,"Microsomal cytochrome P-450 from neonatal pig testis: two enzymatic activities (17 alpha-hydroxylase and c17,20-lyase) associated with one protein","Nakajin S, Shively JE, Yuan PM, Hall PF.",Biochemistry. 1981 Jul 7;20(14):4037-42. doi: 10.1021/bi00517a014.,Nakajin S,Biochemistry,1981,1981/7/7,,,10.1021/bi00517a014
6262301,Reduction of adriamycin to a semiquinone-free radical by NADPH cytochrome P-450 reductase produces DNA cleavage in a reaction mediated by molecular oxygen,"Berlin V, Haseltine WA.",J Biol Chem. 1981 May 25;256(10):4747-56.,Berlin V,J Biol Chem,1981,1981/5/25,,,
